test_loss,accuracy,f1score,precision,recall,accuracy_per_0,accuracy_per_1,accuracy_per_2,accuracy_per_3,accuracy_per_4,accuracy_per_5,accuracy_per_6,accuracy_per_7,accuracy_per_8,accuracy_per_9,node_id,epoch
2.730305158408584,0.1323,0.044353189174196915,0.026700263585649774,0.1323,0.0,0.684,0.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,0
2.876783167480663,0.1403,0.04676872189629093,0.028061494919243535,0.1403,0.0,0.682,0.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,1
2.912154147579412,0.1414,0.04711474926092978,0.028271091087849577,0.14140000000000003,0.0,0.678,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,2
2.936956000176205,0.1414,0.04716155548858865,0.0283481849104281,0.14140000000000003,0.0,0.653,0.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,3
2.9422005194767267,0.1425,0.04756132113911905,0.02860754344527373,0.14250000000000002,0.0,0.654,0.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,4
2.936212653567077,0.143,0.047684610872538544,0.02864288021542446,0.14300000000000002,0.0,0.672,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,5
2.9156009877563283,0.144,0.04804758425690968,0.02888503557497492,0.144,0.0,0.667,0.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,6
2.9310089858474244,0.1445,0.04818811768841955,0.02894435170506592,0.14450000000000002,0.0,0.681,0.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,7
2.8852710708691056,0.1444,0.04819001133988758,0.028972351171605338,0.1444,0.0,0.67,0.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,8
2.8970223338740646,0.1439,0.04802204979503304,0.02887494004120893,0.1439,0.0,0.665,0.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,9
2.9048009678057043,0.1437,0.048174856139912195,0.029089693362488466,0.1437,0.0,0.642,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,10
2.911701736936144,0.1456,0.048693387916806004,0.029308119868318473,0.1456,0.0,0.678,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,11
2.9184070969842804,0.1444,0.04848586879936652,0.02929797294953626,0.1444,0.0,0.648,0.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrator,12
