iteration,node_id,accuracy,test_loss,f1score,precision,recall,accuracy_per_0,accuracy_per_1,accuracy_per_2,accuracy_per_3,accuracy_per_4,accuracy_per_5,accuracy_per_6,accuracy_per_7,accuracy_per_8,accuracy_per_9
0,7,0.04630000000000001,0.04992590697047805,0.09492611170805221,0.01808988502960096,0.04630000000000001,0.10699999999999998,0.03200000000000003,-0.197,-0.258,0.28300000000000003,0.59,-0.024999999999999967,-0.0010000000000000009,-0.052999999999999936,-0.014999999999999902
0,6,0.14429999999999998,-0.47882050580490887,0.16240366529381367,0.048173463932581484,0.14429999999999998,-0.08999999999999997,0.03600000000000003,0.382,0.457,0.026000000000000023,-0.17400000000000004,0.255,0.050000000000000044,0.18400000000000005,0.31700000000000006
0,4,0.011599999999999944,0.1661022431172502,0.0075180219653174785,-0.018537942999674595,0.011599999999999944,0.04500000000000004,-0.03199999999999992,0.11299999999999999,-0.10699999999999998,0.09100000000000003,-0.03700000000000003,-0.14699999999999996,-0.04699999999999993,0.22199999999999998,0.015000000000000013
0,3,0.0726,0.09024783216726284,0.12666467068959497,0.011128874606456951,0.07259999999999989,0.041000000000000036,-0.02199999999999991,-0.48100000000000004,0.453,0.273,-0.3390000000000001,0.461,0.399,-0.029000000000000026,-0.029999999999999916
0,2,0.02410000000000001,0.1634090283808236,0.04441687791126703,-0.01807511230804726,0.0240999999999999,0.04300000000000004,0.52,0.379,-0.19699999999999995,-0.332,-0.133,-0.010999999999999954,-0.05799999999999994,-0.03300000000000003,0.06300000000000006
0,0,0.21899999999999997,-0.4886385489957401,0.25350538716858917,0.09425554278683135,0.21899999999999997,0.11299999999999999,-0.02299999999999991,0.04299999999999998,0.41800000000000004,0.43,0.45599999999999996,0.015000000000000013,0.552,-0.052999999999999936,0.2390000000000001
0,1,0.13769999999999993,-0.4843417072829346,0.16791432401346218,0.06281661540110095,0.13769999999999993,-0.02400000000000002,0.04600000000000004,0.351,0.28300000000000003,-0.36000000000000004,0.373,0.231,0.281,0.242,-0.04599999999999993
0,5,-9.999999999998899e-05,0.17109798375790874,-0.011364666725055761,-0.039429339157791565,-9.999999999998899e-05,0.0020000000000000018,-0.01100000000000001,0.09800000000000003,0.0010000000000000009,-0.07500000000000001,-0.22599999999999998,-0.14399999999999996,0.051000000000000045,0.31300000000000006,-0.009999999999999898
1,0,0.03709999999999991,-0.11585407658887747,0.04045872559392938,0.029935192500014973,0.03709999999999991,0.038999999999999924,-0.0119999999999999,-0.139,0.1190000000000001,0.317,0.07099999999999995,-0.015000000000000013,-0.019000000000000017,-0.017000000000000015,0.026999999999999913
1,4,0.0020999999999999908,0.02463548899458623,-0.003500212183639162,-0.007031627223222925,0.0020999999999999908,0.01100000000000001,-0.013999999999999901,0.08599999999999997,-0.018999999999999906,0.10599999999999998,-0.03500000000000003,-0.16600000000000004,-0.02300000000000002,0.061999999999999944,0.0129999999999999
1,6,0.027100000000000013,-0.12761181193037918,0.03393934924959752,0.014920816229418654,0.027099999999999902,-0.052000000000000046,-0.0040000000000000036,0.11199999999999999,0.14300000000000002,-0.07299999999999995,-0.052000000000000046,0.14100000000000001,-0.02200000000000002,0.025999999999999912,0.051999999999999935
1,7,0.05919999999999992,-0.07005420479530722,0.07880461459482424,0.03500084987224017,0.05920000000000003,0.06799999999999995,0.01100000000000001,-0.07400000000000007,-0.09799999999999998,0.17600000000000005,0.575,-0.03699999999999998,-0.007000000000000006,-0.018000000000000016,-0.0040000000000000036
1,3,0.019899999999999918,-0.017747016760487844,0.0437661391067623,-0.008503643707872155,0.019899999999999918,-0.0030000000000000027,-0.0040000000000000036,-0.20100000000000007,0.06400000000000006,0.06699999999999995,-0.16200000000000003,0.34299999999999997,0.125,-0.006000000000000005,-0.02400000000000002
1,5,0.0011999999999999789,0.02318794268388724,-0.007160592021618228,-0.015723918856523134,0.0012000000000000899,-0.02100000000000002,-0.0040000000000000036,0.09799999999999998,0.040000000000000036,0.04700000000000004,-0.09699999999999998,-0.17600000000000005,0.03200000000000003,0.09399999999999997,-0.0010000000000000009
1,1,0.04789999999999994,-0.14140914861386578,0.05677799869104594,0.025349132542302755,0.04789999999999994,-0.0030000000000000027,0.0040000000000000036,0.20299999999999996,0.09100000000000008,-0.15400000000000003,0.08799999999999997,0.18,0.07000000000000006,0.018999999999999906,-0.019000000000000017
1,2,0.0050000000000000044,0.020775410409171746,0.00635629454631248,-0.010787827838842134,0.004999999999999893,0.019000000000000017,0.03400000000000003,0.27399999999999997,-0.04899999999999993,-0.06599999999999995,-0.062000000000000055,-0.08900000000000002,-0.039999999999999925,-0.014000000000000012,0.04299999999999993
2,3,0.014000000000000012,-0.03491959009117207,0.03261943003378953,-0.006835181203280305,0.014000000000000123,-0.0050000000000000044,-0.0010000000000000009,-0.15300000000000002,0.040999999999999925,0.028000000000000025,-0.10899999999999999,0.286,0.07300000000000006,-0.0020000000000000018,-0.018000000000000016
2,5,-0.0030999999999999917,0.012437953640477728,-0.010409613491409231,-0.01229555328164278,-0.0030999999999998806,-0.006000000000000005,-0.0050000000000000044,0.07599999999999996,0.027999999999999914,0.04600000000000004,-0.07199999999999995,-0.17900000000000005,0.031000000000000028,0.050999999999999934,-0.0010000000000000009
2,7,0.031299999999999994,-0.05867359251640858,0.03496594320871216,0.02043037487129662,0.031299999999999994,0.06099999999999994,0.007999999999999896,-0.06499999999999995,-0.07600000000000007,0.122,0.333,-0.04999999999999999,-0.009000000000000008,-0.010000000000000009,-0.0010000000000000009
2,2,-0.0022000000000000908,0.0011613946467543546,-0.004432030401373188,-0.010040576899583264,-0.0021999999999997577,0.010000000000000009,0.02499999999999991,0.16999999999999998,-0.030000000000000027,-0.026999999999999913,-0.04599999999999993,-0.11399999999999999,-0.038999999999999924,-0.0050000000000000044,0.03399999999999992
2,1,0.03169999999999995,-0.08557487172059741,0.038842792080812094,0.016935524065986085,0.03170000000000006,-0.0050000000000000044,0.0,0.125,0.04899999999999993,-0.09799999999999998,0.039000000000000035,0.158,0.06700000000000006,0.0050000000000000044,-0.02300000000000002
2,4,-0.0030999999999999917,0.00851917790528689,-0.008328774974458608,-0.0074202910096161645,-0.0030999999999999917,0.014000000000000012,-0.019000000000000017,0.06999999999999995,-0.0040000000000000036,0.07700000000000007,-0.025999999999999912,-0.16600000000000004,-0.02100000000000002,0.03599999999999992,0.008000000000000007
2,6,0.013499999999999956,-0.06651949863464302,0.02080263245359637,-0.0006328355947479158,0.013500000000000179,-0.04800000000000004,-0.0050000000000000044,0.05300000000000005,0.07599999999999996,-0.06699999999999995,-0.038999999999999924,0.15,-0.019000000000000017,0.01200000000000001,0.02199999999999991
2,0,0.014100000000000001,-0.045200690865135784,0.014784979972499501,0.013456424097139763,0.014100000000000112,0.031000000000000028,-0.010000000000000009,-0.10899999999999999,0.03299999999999992,0.17300000000000004,0.04400000000000004,-0.0030000000000000027,-0.015000000000000013,-0.015000000000000013,0.0119999999999999
3,2,0.0018000000000000238,-0.006249260883361862,-0.0007848438024716797,-0.0031826706439495034,0.0018000000000000238,0.009000000000000008,0.02199999999999991,0.15500000000000003,-0.03200000000000003,-0.009000000000000008,-0.019000000000000017,-0.10499999999999998,-0.03499999999999992,-0.0050000000000000044,0.03699999999999992
3,0,0.007199999999999984,-0.023618713735391594,0.007497948943899657,0.0073079544689385045,0.007199999999999873,0.015000000000000013,-0.007000000000000006,-0.07499999999999996,0.0020000000000000018,0.126,0.03400000000000003,-0.009000000000000008,-0.009000000000000008,-0.015000000000000013,0.010000000000000009
3,3,0.0121,-0.03868583382699442,0.024342348346372944,-0.005249134666790112,0.0121,-0.01100000000000001,-0.0020000000000000018,-0.13,0.029000000000000026,0.03799999999999992,-0.06000000000000005,0.218,0.05800000000000005,-0.0020000000000000018,-0.017000000000000015
