test_loss,accuracy,f1score,precision,recall,accuracy_per_0,accuracy_per_1,accuracy_per_2,accuracy_per_3,accuracy_per_4,accuracy_per_5,accuracy_per_6,accuracy_per_7,accuracy_per_8,accuracy_per_9,node_id,epoch
2.312279096791442,0.044444444444444446,0.008547008547008548,0.004464285714285714,0.1,0.0,0.0,0.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,7,0
2.2873252882084376,0.19511111111111112,0.032688011913626205,0.019537160658655985,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,0
2.3067068281308027,0.17333333333333334,0.029646522234891677,0.01740294511378849,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0
2.299898019978698,0.02,0.003937007874015748,0.002008032128514056,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0
2.3004859635527706,0.18488888888888888,0.031289958631064305,0.01854658938921088,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0
2.303287082994488,0.08888888888888889,0.016406890894175553,0.008936550491510277,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
2.3043107818549786,0.050666666666666665,0.009661016949152543,0.0050756901157613535,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
2.3086615347526442,0.03155555555555556,0.0061392131431041936,0.0031668153434433544,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,0
1.0367517378968252,0.7168888888888889,0.49314158712070916,0.5070548055759685,0.5103227572868565,0.0,0.9354005167958657,0.38484848484848483,0.5081967213114754,0.0,0.7277777777777777,0.6388888888888888,0.95,0.9581151832460733,0.0,0,1
1.2822404713697837,0.6751111111111111,0.40163300228110027,0.6089132734396149,0.4143289053856735,0.02072538860103627,0.9248434237995825,0.0,0.637065637065637,0.0,0.1721311475409836,0.9234135667396062,0.9948717948717949,0.041666666666666664,0.42857142857142855,4,1
0.6590234981456273,0.8311111111111111,0.5147818407715425,0.5428284284229735,0.5221248197204651,0.9329896907216495,0.919431279620853,0.0,0.0136986301369863,0.8259493670886076,0.9632465543644717,0.0,0.7881548974943052,0.7777777777777778,0.0,6,1
0.950932329809162,0.7608888888888888,0.5550000689886744,0.6825174428195696,0.5394432485301999,0.34,0.5338983050847458,0.02666666666666667,0.9456366237482118,0.0,nan,0.555045871559633,0.51,0.9498956158663883,0.9938461538461538,7,1
0.8465660172449031,0.8244444444444444,0.47651066001477577,0.5979879264199968,0.48049944730895106,0.2076923076923077,0.9202453987730062,0.9783715012722646,0.0,0.024691358024691357,0.9506172839506173,0.0,0.0,0.759090909090909,0.9642857142857143,3,1
1.3492625934976927,0.6035555555555555,0.45824732369378857,0.5585176068130827,0.4869872009094327,0.8028503562945368,0.9547169811320755,0.008032128514056224,0.0,0.4725,0.9605263157894737,0.7433035714285714,0.16901408450704225,0.0,0.7589285714285714,5,1
1.0982955173707345,0.7297777777777777,0.496636619681717,0.5203490995023661,0.5297028452301265,0.8027522935779816,0.961038961038961,0.0,0.0,0.9296577946768061,0.7929292929292929,0.025477707006369428,0.6666666666666666,0.15492957746478872,0.9635761589403974,1,1
1.1778857901062765,0.5968888888888889,0.39893008377646033,0.4899289272701237,0.41482217726454723,0.5714285714285714,0.0,0.0,0.8818897637795275,0.23964497041420119,0.1925133689839572,0.6666666666666666,1.0,0.596078431372549,0.0,2,1
1.2915468744828666,0.5626666666666666,0.28050355616726913,0.41427731523968736,0.35461254878609877,0.015384615384615385,0.8588957055214724,0.7659033078880407,0.0,0.0,0.9629629629629629,0.0,0.0,0.9318181818181818,0.011160714285714286,3,2
1.0432588449666198,0.6808888888888889,0.657938819465258,0.7339102084961342,0.6489196295494095,0.8266033254156769,0.939622641509434,0.18072289156626506,0.3944954128440367,0.8575,0.9671052631578947,0.4575892857142857,0.6338028169014085,0.34782608695652173,0.8839285714285714,5,2
1.0072169606114778,0.7591111111111111,0.5514565988155897,0.7238050198099779,0.5652810715149562,0.01,0.6440677966101694,0.09333333333333334,0.8884120171673819,0.0,nan,0.5963302752293578,0.95,0.9853862212943633,0.92,7,2
0.8967183744403678,0.7511111111111111,0.6223286673441815,0.7209739755361173,0.6047443464213016,0.675,0.16,0.0,0.963254593175853,0.5710059171597633,0.6577540106951871,0.5267489711934157,0.96875,0.9058823529411765,0.6190476190476191,2,2
0.9858252632785851,0.7,0.5000507926927772,0.6858357656279936,0.5035013216903382,0.6513761467889908,0.7792207792207793,0.0,0.16666666666666666,0.9429657794676806,0.9747474747474747,0.2484076433121019,0.02631578947368421,0.3380281690140845,0.9072847682119205,1,2
0.7471420290604444,0.7715555555555556,0.6323238794425359,0.7137399274213763,0.6069681593487473,0.6217616580310881,0.8830897703549061,0.0,0.7992277992277992,0.18421052631578946,0.5163934426229508,0.8336980306345733,0.9615384615384616,0.4583333333333333,0.8114285714285714,4,2
0.5178584708294398,0.8671111111111112,0.5835441539898032,0.6926011194759927,0.5783026934150345,0.9278350515463918,0.9383886255924171,0.0,0.273972602739726,0.9113924050632911,0.9448698315467075,0.0,0.8678815489749431,0.8686868686868687,0.05,6,2
0.8243708253746301,0.7795555555555556,0.6028171841531138,0.6281431127833441,0.6062250161282099,0.0,0.9302325581395349,0.5333333333333333,0.819672131147541,0.0,0.9,0.6507936507936508,0.815,0.9616055846422339,0.45161290322580644,0,2
