iteration,node_id,accuracy,test_loss,f1score,precision,recall,accuracy_per_0,accuracy_per_1,accuracy_per_2,accuracy_per_3,accuracy_per_4,accuracy_per_5,accuracy_per_6,accuracy_per_7,accuracy_per_8,accuracy_per_9
0,7,-0.03959999999999997,-0.25931704082428064,-0.060452636905421825,-0.07734927356894772,-0.039257781289976146,0.0,0.0008810572687224516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39345887016848363
0,6,0.003500000000000003,0.36320768301479367,0.009296696570827045,0.009002766141371375,0.0033914728682170325,0.0,0.0,0.03391472868217049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,-0.010999999999999982,-0.2540974776965741,-0.023344171424581756,-0.10142066302702898,-0.011458491381741098,0.0,-0.0008810572687224516,-0.0009689922480620172,0.0,0.0,0.0,-0.1127348643006263,0.0,0.0,0.0
0,3,-0.02159999999999998,-0.2252219926815826,-0.03870457686739989,-0.08718297829993893,-0.024176036341813006,0.0,-0.0008810572687224516,-0.0009689922480620172,0.0,0.0,-0.2399103139013453,0.0,0.0,0.0,0.0
0,2,-0.020399999999999974,-0.29119734109019335,-0.03819654096839513,-0.07173957862209482,-0.020768996984480342,0.0,0.0,-0.0009689922480620172,0.0,-0.20672097759674135,0.0,0.0,0.0,0.0,0.0
0,0,0.0031000000000000194,0.3776380490190303,0.008337996840011463,0.008125529609176452,0.0030038759689922367,0.0,0.0,0.030038759689922423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.003300000000000025,0.4100035588962201,0.008539010192668603,0.00829821025583373,0.0031976744186046346,0.0,0.0,0.03197674418604646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,-0.04369999999999996,-0.28555404035428067,-0.06212396464351316,-0.0897125906625412,-0.0425001800489547,0.0,-0.0008810572687224516,-0.0009689922480620172,0.0,0.0,0.0,0.0,-0.42315175097276264,0.0,0.0
1,0,0.00040000000000001146,0.16376932474751804,0.004596949528115402,0.004524141738073292,0.00039639039715877455,0.0,-0.0008810572687224516,0.004844961240310086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,-0.025999999999999995,-0.06104447856878714,-0.04286124366502993,-0.0704588080228841,-0.027154844556650654,0.0,0.0,0.0019379844961240345,0.0,0.0,0.0,-0.27348643006263046,0.0,0.0,0.0
1,6,0.00030000000000002247,0.08925826328631015,0.002558255299185491,0.002544381211656524,0.00029949117235256173,0.0,-0.0008810572687224516,0.003875968992248069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,-0.06369999999999998,-0.11608918711019411,-0.07040082300013409,-0.06372000361574146,-0.0631406071748418,0.0,0.0008810572687224516,-0.0009689922480620172,0.0,0.0,0.0,0.0,0.0,0.0,-0.6313181367690783
1,3,-0.0464,-0.06646084747375403,-0.05905359247311118,-0.05858315038795958,-0.05196993342683867,0.0,-0.0017621145374449032,0.0,0.0,0.0,-0.5179372197309418,0.0,0.0,0.0,0.0
1,5,-0.057699999999999974,-0.1662510206905039,-0.06631971021576163,-0.06660172512555065,-0.05612802762947541,0.0,0.0,-0.0009689922480620172,0.0,0.0,0.0,0.0,-0.5603112840466926,0.0,0.0
1,1,0.00030000000000002247,0.14412087982835864,0.002558255299185491,0.002544381211656524,0.00029949117235256173,0.0,-0.0008810572687224516,0.003875968992248069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,-0.05069999999999997,-0.14597928371673197,-0.06093587000461212,-0.05840488333120912,-0.051624394133156476,0.0,0.0,-0.0009689922480620172,0.0,-0.515274949083503,0.0,0.0,0.0,0.0,0.0
2,3,-0.0592,-0.09109437008635313,-0.051281576069840865,0.18145897999834484,-0.06666516182058946,0.0,-0.0017621145374449032,0.0,0.0,0.006109979633401222,-0.6905829596412556,0.0,0.01264591439688716,0.0,0.006937561942517344
2,5,-0.06289999999999998,-0.23614963517783183,-0.054026281062808976,0.1761384951386673,-0.06073132966575795,0.0,0.0,0.0,0.0,0.006109979633401222,0.03139013452914798,0.0,-0.6517509727626459,0.0,0.006937561942517344
2,7,-0.07499999999999998,-0.16560574689993102,-0.06339986105474611,0.16889017778263393,-0.07397228645805975,0.0,0.0,-0.0009689922480620172,0.0,0.006109979633401222,0.03139013452914798,0.0,0.01264591439688716,0.0,-0.7888999008919723
2,2,-0.06439999999999999,-0.2035843126309187,-0.05559608336922166,0.17600800911731052,-0.06537600445412267,0.0,0.0,0.0009689922480620172,0.0,-0.7057026476578412,0.03139013452914798,0.0,0.01264591439688716,0.0,0.006937561942517344
2,1,0.004299999999999998,0.1051590880646871,0.010561367898696675,0.13989952947165754,0.004549331987327876,0.0,0.0,0.0,0.0,0.006109979633401222,0.024663677130044845,0.0,0.007782101167315175,0.0,0.006937561942517344
2,4,-0.04390000000000002,-0.05572946498188358,-0.04126645645360551,0.18538606885575343,-0.04573674041362885,0.0,-0.0008810572687224516,0.0,0.0,0.006109979633401222,0.03139013452914798,-0.5135699373695198,0.01264591439688716,0.0,0.006937561942517344
2,6,0.004799999999999999,0.02017869621800905,0.01052178748507239,0.1741926762942434,0.005050544669012003,0.0,0.0,0.0,0.0,0.006109979633401222,0.0257847533632287,0.0,0.011673151750972763,0.0,0.006937561942517344
2,0,0.004599999999999993,0.14918082019391532,0.013441568581485833,0.10528292820290497,0.004846878681231959,0.0,0.0,0.0,0.0,0.004073319755600815,0.0257847533632287,0.0,0.011673151750972763,0.0,0.006937561942517344
