test_loss,accuracy,f1score,precision,recall,accuracy_per_0,accuracy_per_1,accuracy_per_2,accuracy_per_3,accuracy_per_4,accuracy_per_5,accuracy_per_6,accuracy_per_7,accuracy_per_8,accuracy_per_9,node_id,epoch
1.3440562515693195,0.7007534983853606,0.5581659906150976,0.5031548350118725,0.6606911847673326,0.0,0.9886201991465149,0.9934533551554828,nan,nan,nan,nan,nan,nan,nan,0,0
1.8028408420287956,0.6580645161290323,0.535876123370322,0.4635390148300804,0.657986111111111,nan,0.990625,0.9833333333333333,0.0,nan,nan,nan,nan,nan,nan,1,0
1.3411656426171126,0.6650511577813678,0.5353766417561162,0.46336158394981924,0.6571954364571058,nan,0.9836552748885586,0.9879310344827587,nan,0.0,nan,nan,nan,nan,nan,2,0
1.3319128299581593,0.7,0.547513429782544,0.4702676823803407,0.6610313890673711,nan,0.991304347826087,0.9917898193760263,nan,nan,0.0,nan,nan,nan,nan,3,0
1.4292830948171944,0.6803900325027086,0.5435689637244104,0.47698377939983777,0.6578328555838727,nan,0.9854439592430859,0.9880546075085325,nan,nan,nan,0.0,nan,nan,nan,4,0
1.3788418921373657,0.6532474503488996,0.5251041108431583,0.43644600621580903,0.6606000417777494,nan,0.9952681388012619,0.9865319865319865,nan,nan,nan,nan,0.0,nan,nan,5,0
1.6599948837839325,0.6677489177489178,0.5330101174213712,0.4516619887501718,0.6595070149600807,nan,0.9939849624060151,0.9845360824742269,nan,nan,nan,nan,nan,0.0,nan,6,0
1.2178466391974483,0.6718834322719913,0.5320175438596491,0.4484334766448786,0.6571067411477967,nan,0.986784140969163,0.9845360824742269,nan,nan,nan,nan,nan,nan,0.0,7,0
1.4845619396132939,0.7018299246501615,0.5585021389302735,0.5022616272616273,0.661639501505123,0.0,0.9914651493598862,0.9934533551554828,nan,nan,nan,nan,nan,nan,nan,0,1
2.0066190816588323,0.6602150537634408,0.5362635203643087,0.46154432640121995,0.6601388888888889,nan,0.99375,0.9866666666666667,0.0,nan,nan,nan,nan,nan,nan,1,1
1.160564757062722,0.6666666666666666,0.534281424564305,0.457682119205298,0.6587607385014773,nan,0.986627043090639,0.9896551724137931,nan,0.0,nan,nan,nan,nan,nan,2,1
