iteration,node_id,loss,accuracy,full_loss,full_accuracy
0,4,1.247211405003678,0.500335345405768,"[1.6451452932153248, 1.3793051899598048, 1.247211405003678]","[0.3054996646545942, 0.43091884641180417, 0.500335345405768]"
0,1,1.30501224080615,0.4859154929577465,"[1.7216523662009764, 1.4566655243689508, 1.30501224080615]","[0.2780013413816231, 0.41230717639168346, 0.4859154929577465]"
0,0,1.2992529538297781,0.47920858484238765,"[1.6966189871524677, 1.4373312860967007, 1.2992529538297781]","[0.2892354124748491, 0.41951710261569414, 0.47920858484238765]"
0,3,1.2547760987729233,0.5021797451374916,"[1.6567962971833052, 1.3865509308055644, 1.2547760987729233]","[0.2996311200536553, 0.43611670020120724, 0.5021797451374916]"
0,2,1.2943570973406529,0.5018443997317237,"[1.7057469255483182, 1.4392693749062178, 1.2943570973406529]","[0.2961099932930919, 0.4367873910127431, 0.5018443997317237]"
1,0,1.1766696928653257,0.5306841046277666,"[1.3955151208603989, 1.2655675270602147, 1.1766696928653257]","[0.43561368209255535, 0.49010731052984574, 0.5306841046277666]"
1,1,1.1470620625779713,0.5536552649228705,"[1.406758027326006, 1.256806201493772, 1.1470620625779713]","[0.43443997317236754, 0.5050301810865191, 0.5536552649228705]"
1,2,1.131447750186153,0.5734406438631791,"[1.3940453072335701, 1.2339298216970613, 1.131447750186153]","[0.460093896713615, 0.528672032193159, 0.5734406438631791]"
1,4,1.0895741764086502,0.5700871898054997,"[1.3421694732223695, 1.186924120216523, 1.0895741764086502]","[0.4535546613011402, 0.5269953051643192, 0.5700871898054997]"
1,3,1.1283570366634441,0.5496311200536552,"[1.3734937612236984, 1.2198198640634164, 1.1283570366634441]","[0.44047619047619047, 0.51140174379611, 0.5496311200536552]"
2,4,0.972289140438586,0.6239101274312542,"[1.1541628067359209, 1.0503628024626672, 0.972289140438586]","[0.5486250838363514, 0.5940643863179075, 0.6239101274312542]"
2,3,0.9851094917381736,0.619382964453387,"[1.196094293856429, 1.0740642832047818, 0.9851094917381736]","[0.5236418511066399, 0.5863514419852448, 0.619382964453387]"
2,0,1.0727633002136732,0.5761234071093226,"[1.2315951528242381, 1.13685666412195, 1.0727633002136732]","[0.505533199195171, 0.5481220657276995, 0.5761234071093226]"
2,1,1.0060854667632892,0.6143527833668678,"[1.2241664666273, 1.1003618051794835, 1.0060854667632892]","[0.5248155600268276, 0.5674044265593562, 0.6143527833668678]"
2,2,1.007737475250106,0.619550637156271,"[1.2187106197065707, 1.0936439806750249, 1.007737475250106]","[0.5347082494969819, 0.5886988598256204, 0.619550637156271]"
