node_id,accuracy,test_loss,f1score,precision,recall,accuracy_per_0,accuracy_per_1,accuracy_per_2,accuracy_per_3,accuracy_per_4,accuracy_per_5,accuracy_per_6,accuracy_per_7,accuracy_per_8,accuracy_per_9
0,0.007467999999999994,-0.07924696196937556,0.010188357912051966,0.015730776000218064,0.007468000000000014,-0.00889999999999999,-0.0056000000000000025,0.026179999999999978,0.0011000000000000144,0.02984000000000002,-0.08902000000000002,0.02890000000000001,0.03595999999999999,0.035960000000000006,0.02026000000000001
1,-0.002338000000000001,-0.03432742841720579,-0.005911365457690843,0.0037013705286144715,-0.0023379999999999933,0.015980000000000008,0.01146000000000001,0.012920000000000011,0.05,-0.014619999999999992,0.009140000000000004,-0.19824000000000003,0.037000000000000005,0.0321,0.02088000000000001
2,-0.004760000000000002,-0.03635864934730527,-0.007149561762830861,0.006405077856235081,-0.004760000000000001,0.004800000000000009,0.012440000000000007,0.06212000000000001,0.023700000000000002,-0.04267999999999999,0.010340000000000002,0.02762,-0.19948,0.035600000000000014,0.017940000000000008
3,-0.009818000000000004,0.03952876704406741,-0.016205146512668488,0.01103662743174256,-0.009817999999999993,0.051580000000000015,0.017180000000000015,-0.05474000000000001,-0.0005600000000000071,0.06626,0.008760000000000004,0.02104,0.0361,-0.26771999999999996,0.02392
4,-0.002250000000000004,-0.019584755014419544,-0.005841475299581852,0.00035949866388636286,-0.0022499999999999964,0.02238000000000002,0.020820000000000016,-0.006799999999999997,-0.01378000000000001,0.026920000000000003,0.008520000000000002,0.025920000000000002,0.028119999999999992,0.037520000000000005,-0.17212
