iteration,node_id,accuracy,test_loss,f1score,precision,recall,accuracy_per_0,accuracy_per_1,accuracy_per_2,accuracy_per_3,accuracy_per_4,accuracy_per_5,accuracy_per_6,accuracy_per_7,accuracy_per_8,accuracy_per_9
0,7,-0.0002999999999999947,0.008129414658957668,-0.00014049699820645883,-8.992290333786901e-05,-0.00030000000000002247,0.0,0.0,-0.0030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,0.001799999999999996,-0.07505933392923891,0.00019420220188051673,-0.00013232187659502348,0.001799999999999996,0.0,0.0,0.018000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.0023999999999999855,-0.04445161910864526,0.00031453169989458657,-0.00012984685472977597,0.0024000000000000132,0.0,-0.0010000000000000009,0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,0.0003999999999999837,0.058924857800760844,-3.187686404651502e-05,-0.00010506837028069482,0.00040000000000001146,0.0,0.0,0.0040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0033999999999999864,-0.08935184981495459,0.0006397537158752131,1.5356757588777525e-05,0.0033999999999999864,0.0,-0.0010000000000000009,0.03499999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,-0.01730000000000001,-0.004887698938290441,-0.0030530457429411573,-0.0004358569473510779,-0.01730000000000001,0.0,0.0030000000000000027,-0.17600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,-0.0010000000000000009,0.09820727189889711,-0.00026874201186866814,-9.666993131612206e-05,-0.0010000000000000009,0.0,0.0,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,0.00020000000000000573,-0.07321836849371088,-7.800851168315859e-05,-0.00011603352673891787,0.00020000000000000573,0.0,0.0,0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,-0.0010999999999999899,-0.08724556639552494,0.0029934862383850097,0.004350859965258247,-0.0011000000000000176,0.0,-0.014000000000000012,0.0030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.007500000000000007,-0.4248204535950486,-0.009352719501616619,-0.0192546584282587,0.007499999999999979,0.0,0.07899999999999996,-0.0040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,0.0008000000000000229,-0.22251665706451718,-0.0034359515459233825,-0.005224800227714141,0.0007999999999999674,0.0,0.010999999999999899,-0.0030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,-0.0020000000000000018,0.013366197244808475,0.007687777538082682,0.010291469807166026,-0.0020000000000000018,0.0,-0.026000000000000023,0.006000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,-0.0008999999999999841,0.09653299837447582,0.00033252439116802923,0.0007987499045688656,-0.0009000000000000119,0.0,-0.009000000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0.0006000000000000172,-0.02825827263414693,-0.003349055419859137,-0.005001634314032555,0.0005999999999999894,0.0,0.008999999999999897,-0.0030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,-0.0008999999999999841,0.06646942102109277,0.003444606788770996,0.004865632646074036,-0.0009000000000000119,0.0,-0.013000000000000012,0.0040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.0014000000000000123,0.09444579605858161,-0.0040665445150414176,-0.00644934731246688,0.0013999999999999846,0.0,0.016999999999999904,-0.0030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.0015999999999999903,-0.1748834913150188,-0.0014222425022438756,-0.0035502485017780555,0.0015999999999999903,0.0,0.016000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
